Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2011/11/07,QQQ,QQQ,S,CBOE,89663
2011/11/08,QQQ,QQQ,S,CBOE,79425
2011/11/09,QQQ,QQQ,S,CBOE,100054
2011/11/10,QQQ,QQQ,S,CBOE,77797
2011/11/11,QQQ,QQQ,S,CBOE,96199
2011/11/14,QQQ,QQQ,S,CBOE,57116
2011/11/15,QQQ,QQQ,S,CBOE,68719
2011/11/16,QQQ,QQQ,S,CBOE,116872
2011/11/17,QQQ,QQQ,S,CBOE,195202
2011/11/18,QQQ,QQQ,S,CBOE,99589
2011/11/21,QQQ,QQQ,S,CBOE,89348
2011/11/22,QQQ,QQQ,S,CBOE,69779
2011/11/23,QQQ,QQQ,S,CBOE,100545
2011/11/25,QQQ,QQQ,S,CBOE,54094
2011/11/28,QQQ,QQQ,S,CBOE,96995
2011/11/29,QQQ,QQQ,S,CBOE,70998
2011/11/30,QQQ,QQQ,S,CBOE,115604
2011/12/01,QQQ,QQQ,S,CBOE,63526
2011/12/02,QQQ,QQQ,S,CBOE,85990
2011/12/05,QQQ,QQQ,S,CBOE,76697
2011/12/06,QQQ,QQQ,S,CBOE,58174
2011/12/07,QQQ,QQQ,S,CBOE,71369
2011/12/08,QQQ,QQQ,S,CBOE,92250
2011/12/09,QQQ,QQQ,S,CBOE,130643
2011/12/12,QQQ,QQQ,S,CBOE,110077
2011/12/13,QQQ,QQQ,S,CBOE,151035
2011/12/14,QQQ,QQQ,S,CBOE,231170
2011/12/15,QQQ,QQQ,S,CBOE,76658
2011/12/16,QQQ,QQQ,S,CBOE,168325
2011/12/19,QQQ,QQQ,S,CBOE,59302
2011/12/20,QQQ,QQQ,S,CBOE,107583
2011/12/21,QQQ,QQQ,S,CBOE,89929
2011/12/22,QQQ,QQQ,S,CBOE,113680
2011/12/23,QQQ,QQQ,S,CBOE,99657
2011/12/27,QQQ,QQQ,S,CBOE,39504
2011/12/28,QQQ,QQQ,S,CBOE,77729
2011/12/29,QQQ,QQQ,S,CBOE,69377
2011/12/30,QQQ,QQQ,S,CBOE,85865
2012/01/03,QQQ,QQQ,S,CBOE,72885
2012/01/04,QQQ,QQQ,S,CBOE,45044
2012/01/05,QQQ,QQQ,S,CBOE,52767
2012/01/06,QQQ,QQQ,S,CBOE,83108
2012/01/09,QQQ,QQQ,S,CBOE,83577
2012/01/10,QQQ,QQQ,S,CBOE,88460
2012/01/11,QQQ,QQQ,S,CBOE,50538
2012/01/12,QQQ,QQQ,S,CBOE,52161
2012/01/13,QQQ,QQQ,S,CBOE,83498
2012/01/17,QQQ,QQQ,S,CBOE,93788
2012/01/18,QQQ,QQQ,S,CBOE,248291
2012/01/19,QQQ,QQQ,S,CBOE,156084
2012/01/20,QQQ,QQQ,S,CBOE,94148
2012/01/23,QQQ,QQQ,S,CBOE,114847
2012/01/24,QQQ,QQQ,S,CBOE,82790
2012/01/25,QQQ,QQQ,S,CBOE,142926
2012/01/26,QQQ,QQQ,S,CBOE,100584
2012/01/27,QQQ,QQQ,S,CBOE,74538
2012/01/30,QQQ,QQQ,S,CBOE,56051
2012/01/31,QQQ,QQQ,S,CBOE,87737
2012/02/01,QQQ,QQQ,S,CBOE,159800
2012/02/02,QQQ,QQQ,S,CBOE,103469
2012/02/03,QQQ,QQQ,S,CBOE,134412
2012/02/06,QQQ,QQQ,S,CBOE,75765
2012/02/07,QQQ,QQQ,S,CBOE,38190
2012/02/08,QQQ,QQQ,S,CBOE,91647
2012/02/09,QQQ,QQQ,S,CBOE,139570
2012/02/10,QQQ,QQQ,S,CBOE,213822
2012/02/13,QQQ,QQQ,S,CBOE,63225
2012/02/14,QQQ,QQQ,S,CBOE,73356
2012/02/15,QQQ,QQQ,S,CBOE,357191
2012/02/16,QQQ,QQQ,S,CBOE,149460
2012/02/17,QQQ,QQQ,S,CBOE,112772
2012/02/21,QQQ,QQQ,S,CBOE,79862
2012/02/22,QQQ,QQQ,S,CBOE,59643
2012/02/23,QQQ,QQQ,S,CBOE,172275
2012/02/24,QQQ,QQQ,S,CBOE,138464
2012/02/27,QQQ,QQQ,S,CBOE,65712
2012/02/28,QQQ,QQQ,S,CBOE,48998
2012/02/29,QQQ,QQQ,S,CBOE,111316
2012/03/01,QQQ,QQQ,S,CBOE,125091
2012/03/02,QQQ,QQQ,S,CBOE,80542
2012/03/05,QQQ,QQQ,S,CBOE,102118
2012/03/06,QQQ,QQQ,S,CBOE,144343
2012/03/07,QQQ,QQQ,S,CBOE,119466
2012/03/08,QQQ,QQQ,S,CBOE,90428
2012/03/09,QQQ,QQQ,S,CBOE,83528
2012/03/12,QQQ,QQQ,S,CBOE,70603
2012/03/13,QQQ,QQQ,S,CBOE,126224
2012/03/14,QQQ,QQQ,S,CBOE,195886
2012/03/15,QQQ,QQQ,S,CBOE,154460
2012/03/16,QQQ,QQQ,S,CBOE,126349
2012/03/19,QQQ,QQQ,S,CBOE,139068
2012/03/20,QQQ,QQQ,S,CBOE,62033
2012/03/21,QQQ,QQQ,S,CBOE,118352
2012/03/22,QQQ,QQQ,S,CBOE,142124
2012/03/23,QQQ,QQQ,S,CBOE,90301
2012/03/26,QQQ,QQQ,S,CBOE,157798
2012/03/27,QQQ,QQQ,S,CBOE,107851
2012/03/28,QQQ,QQQ,S,CBOE,163860
2012/03/29,QQQ,QQQ,S,CBOE,176199
2012/03/30,QQQ,QQQ,S,CBOE,109815
2012/04/02,QQQ,QQQ,S,CBOE,99278
2012/04/03,QQQ,QQQ,S,CBOE,66723
2012/04/04,QQQ,QQQ,S,CBOE,151760
2012/04/05,QQQ,QQQ,S,CBOE,85069
2012/04/09,QQQ,QQQ,S,CBOE,94830
2012/04/10,QQQ,QQQ,S,CBOE,203613
2012/04/11,QQQ,QQQ,S,CBOE,93295
2012/04/12,QQQ,QQQ,S,CBOE,126278
2012/04/13,QQQ,QQQ,S,CBOE,138954
2012/04/16,QQQ,QQQ,S,CBOE,138454
2012/04/17,QQQ,QQQ,S,CBOE,90451
2012/04/18,QQQ,QQQ,S,CBOE,70607
2012/04/19,QQQ,QQQ,S,CBOE,132400
2012/04/20,QQQ,QQQ,S,CBOE,385516
2012/04/23,QQQ,QQQ,S,CBOE,109452
2012/04/24,QQQ,QQQ,S,CBOE,79301
2012/04/25,QQQ,QQQ,S,CBOE,146285
2012/04/26,QQQ,QQQ,S,CBOE,93567
2012/04/27,QQQ,QQQ,S,CBOE,80198
2012/04/30,QQQ,QQQ,S,CBOE,37183
2012/05/01,QQQ,QQQ,S,CBOE,150409
2012/05/02,QQQ,QQQ,S,CBOE,74891
2012/05/03,QQQ,QQQ,S,CBOE,99780
2012/05/04,QQQ,QQQ,S,CBOE,114985
2012/05/07,QQQ,QQQ,S,CBOE,91415
2012/05/08,QQQ,QQQ,S,CBOE,132914
2012/05/09,QQQ,QQQ,S,CBOE,430392
2012/05/10,QQQ,QQQ,S,CBOE,61999
2012/05/11,QQQ,QQQ,S,CBOE,245589
2012/05/14,QQQ,QQQ,S,CBOE,89410
2012/05/15,QQQ,QQQ,S,CBOE,167247
2012/05/16,QQQ,QQQ,S,CBOE,153067
2012/05/17,QQQ,QQQ,S,CBOE,250163
2012/05/18,QQQ,QQQ,S,CBOE,274326
2012/05/21,QQQ,QQQ,S,CBOE,114634
2012/05/22,QQQ,QQQ,S,CBOE,85838
2012/05/23,QQQ,QQQ,S,CBOE,128384
2012/05/24,QQQ,QQQ,S,CBOE,96140
2012/05/25,QQQ,QQQ,S,CBOE,84846
2012/05/29,QQQ,QQQ,S,CBOE,65386
2012/05/30,QQQ,QQQ,S,CBOE,497445
2012/05/31,QQQ,QQQ,S,CBOE,118339
2012/06/01,QQQ,QQQ,S,CBOE,383009
2012/06/04,QQQ,QQQ,S,CBOE,111869
2012/06/05,QQQ,QQQ,S,CBOE,93718
2012/06/06,QQQ,QQQ,S,CBOE,118263
2012/06/07,QQQ,QQQ,S,CBOE,146433
2012/06/08,QQQ,QQQ,S,CBOE,75193
2012/06/11,QQQ,QQQ,S,CBOE,99610
2012/06/12,QQQ,QQQ,S,CBOE,87042
2012/06/13,QQQ,QQQ,S,CBOE,125184
2012/06/14,QQQ,QQQ,S,CBOE,144720
2012/06/15,QQQ,QQQ,S,CBOE,144923
2012/06/18,QQQ,QQQ,S,CBOE,71347
2012/06/19,QQQ,QQQ,S,CBOE,297383
2012/06/20,QQQ,QQQ,S,CBOE,91902
2012/06/21,QQQ,QQQ,S,CBOE,173795
2012/06/22,QQQ,QQQ,S,CBOE,56413
2012/06/25,QQQ,QQQ,S,CBOE,66462
2012/06/26,QQQ,QQQ,S,CBOE,59992
2012/06/27,QQQ,QQQ,S,CBOE,68468
2012/06/28,QQQ,QQQ,S,CBOE,121291
2012/06/29,QQQ,QQQ,S,CBOE,98569
2012/07/02,QQQ,QQQ,S,CBOE,56215
2012/07/03,QQQ,QQQ,S,CBOE,38922
2012/07/05,QQQ,QQQ,S,CBOE,53433
2012/07/06,QQQ,QQQ,S,CBOE,81360
2012/07/09,QQQ,QQQ,S,CBOE,26294
2012/07/10,QQQ,QQQ,S,CBOE,81852
2012/07/11,QQQ,QQQ,S,CBOE,58330
2012/07/12,QQQ,QQQ,S,CBOE,78277
2012/07/13,QQQ,QQQ,S,CBOE,68170
2012/07/16,QQQ,QQQ,S,CBOE,113365
2012/07/17,QQQ,QQQ,S,CBOE,141858
2012/07/18,QQQ,QQQ,S,CBOE,73293
2012/07/19,QQQ,QQQ,S,CBOE,129751
2012/07/20,QQQ,QQQ,S,CBOE,158524
2012/07/23,QQQ,QQQ,S,CBOE,133818
2012/07/24,QQQ,QQQ,S,CBOE,74389
2012/07/25,QQQ,QQQ,S,CBOE,92225
2012/07/26,QQQ,QQQ,S,CBOE,97517
2012/07/27,QQQ,QQQ,S,CBOE,116651
2012/07/30,QQQ,QQQ,S,CBOE,85747
2012/07/31,QQQ,QQQ,S,CBOE,84355
2012/08/01,QQQ,QQQ,S,CBOE,97715
2012/08/02,QQQ,QQQ,S,CBOE,106439
2012/08/03,QQQ,QQQ,S,CBOE,84348
2012/08/06,QQQ,QQQ,S,CBOE,85909
2012/08/07,QQQ,QQQ,S,CBOE,41222
2012/08/08,QQQ,QQQ,S,CBOE,85369
2012/08/09,QQQ,QQQ,S,CBOE,32247
2012/08/10,QQQ,QQQ,S,CBOE,38863
2012/08/13,QQQ,QQQ,S,CBOE,52148
2012/08/14,QQQ,QQQ,S,CBOE,92727
2012/08/15,QQQ,QQQ,S,CBOE,73302
2012/08/16,QQQ,QQQ,S,CBOE,95938
2012/08/17,QQQ,QQQ,S,CBOE,57128
2012/08/20,QQQ,QQQ,S,CBOE,56099
2012/08/21,QQQ,QQQ,S,CBOE,123877
2012/08/22,QQQ,QQQ,S,CBOE,64301
2012/08/23,QQQ,QQQ,S,CBOE,90583
2012/08/24,QQQ,QQQ,S,CBOE,80223
2012/08/27,QQQ,QQQ,S,CBOE,49624
2012/08/28,QQQ,QQQ,S,CBOE,37474
2012/08/29,QQQ,QQQ,S,CBOE,41120
2012/08/30,QQQ,QQQ,S,CBOE,77793
2012/08/31,QQQ,QQQ,S,CBOE,103668
2012/09/04,QQQ,QQQ,S,CBOE,47100
2012/09/05,QQQ,QQQ,S,CBOE,76034
2012/09/06,QQQ,QQQ,S,CBOE,130645
2012/09/07,QQQ,QQQ,S,CBOE,70035
2012/09/10,QQQ,QQQ,S,CBOE,98074
2012/09/11,QQQ,QQQ,S,CBOE,70902
2012/09/12,QQQ,QQQ,S,CBOE,90602
2012/09/13,QQQ,QQQ,S,CBOE,105144
2012/09/14,QQQ,QQQ,S,CBOE,190828
2012/09/17,QQQ,QQQ,S,CBOE,47957
2012/09/18,QQQ,QQQ,S,CBOE,42745
2012/09/19,QQQ,QQQ,S,CBOE,58486
2012/09/20,QQQ,QQQ,S,CBOE,66371
2012/09/21,QQQ,QQQ,S,CBOE,63972
2012/09/24,QQQ,QQQ,S,CBOE,47117
2012/09/25,QQQ,QQQ,S,CBOE,91376
2012/09/26,QQQ,QQQ,S,CBOE,130972
2012/09/27,QQQ,QQQ,S,CBOE,84332
2012/09/28,QQQ,QQQ,S,CBOE,86173
2012/10/01,QQQ,QQQ,S,CBOE,90089
2012/10/02,QQQ,QQQ,S,CBOE,59244
2012/10/03,QQQ,QQQ,S,CBOE,77971
2012/10/04,QQQ,QQQ,S,CBOE,163775
2012/10/05,QQQ,QQQ,S,CBOE,83051
2012/10/08,QQQ,QQQ,S,CBOE,44141
2012/10/09,QQQ,QQQ,S,CBOE,115014
2012/10/10,QQQ,QQQ,S,CBOE,109345
2012/10/11,QQQ,QQQ,S,CBOE,73587
2012/10/12,QQQ,QQQ,S,CBOE,62000
2012/10/15,QQQ,QQQ,S,CBOE,37670
2012/10/16,QQQ,QQQ,S,CBOE,78839
2012/10/17,QQQ,QQQ,S,CBOE,60534
2012/10/18,QQQ,QQQ,S,CBOE,129448
2012/10/19,QQQ,QQQ,S,CBOE,197120
2012/10/22,QQQ,QQQ,S,CBOE,67273
2012/10/23,QQQ,QQQ,S,CBOE,83957
2012/10/24,QQQ,QQQ,S,CBOE,62497
2012/10/25,QQQ,QQQ,S,CBOE,163244
2012/10/26,QQQ,QQQ,S,CBOE,116163
2012/10/31,QQQ,QQQ,S,CBOE,82482
2012/11/01,QQQ,QQQ,S,CBOE,81243
2012/11/02,QQQ,QQQ,S,CBOE,88785
2012/11/05,QQQ,QQQ,S,CBOE,47782
2012/11/06,QQQ,QQQ,S,CBOE,46672
2012/11/07,QQQ,QQQ,S,CBOE,111792
2012/11/08,QQQ,QQQ,S,CBOE,93053
2012/11/09,QQQ,QQQ,S,CBOE,96809
2012/11/12,QQQ,QQQ,S,CBOE,55155
2012/11/13,QQQ,QQQ,S,CBOE,114284
2012/11/14,QQQ,QQQ,S,CBOE,111144
2012/11/15,QQQ,QQQ,S,CBOE,92218
2012/11/16,QQQ,QQQ,S,CBOE,181020
2012/11/19,QQQ,QQQ,S,CBOE,60294
2012/11/20,QQQ,QQQ,S,CBOE,55846
2012/11/21,QQQ,QQQ,S,CBOE,37898
2012/11/23,QQQ,QQQ,S,CBOE,65758
2012/11/26,QQQ,QQQ,S,CBOE,64920
2012/11/27,QQQ,QQQ,S,CBOE,49680
2012/11/28,QQQ,QQQ,S,CBOE,89272
2012/11/29,QQQ,QQQ,S,CBOE,99511
2012/11/30,QQQ,QQQ,S,CBOE,49040
2012/12/03,QQQ,QQQ,S,CBOE,33137
2012/12/04,QQQ,QQQ,S,CBOE,38694
2012/12/05,QQQ,QQQ,S,CBOE,61152
2012/12/06,QQQ,QQQ,S,CBOE,40217
2012/12/07,QQQ,QQQ,S,CBOE,69271
2012/12/10,QQQ,QQQ,S,CBOE,51465
2012/12/11,QQQ,QQQ,S,CBOE,41572
2012/12/12,QQQ,QQQ,S,CBOE,69782
2012/12/13,QQQ,QQQ,S,CBOE,56234
2012/12/14,QQQ,QQQ,S,CBOE,93219
2012/12/17,QQQ,QQQ,S,CBOE,44600
2012/12/18,QQQ,QQQ,S,CBOE,88010
2012/12/19,QQQ,QQQ,S,CBOE,82707
2012/12/20,QQQ,QQQ,S,CBOE,63977
2012/12/21,QQQ,QQQ,S,CBOE,98533
2012/12/24,QQQ,QQQ,S,CBOE,20798
2012/12/26,QQQ,QQQ,S,CBOE,47863
2012/12/27,QQQ,QQQ,S,CBOE,78489
2012/12/28,QQQ,QQQ,S,CBOE,72236
2012/12/31,QQQ,QQQ,S,CBOE,72233
2013/01/02,QQQ,QQQ,S,CBOE,78038
2013/01/03,QQQ,QQQ,S,CBOE,35066
2013/01/04,QQQ,QQQ,S,CBOE,42303
2013/01/07,QQQ,QQQ,S,CBOE,28683
2013/01/08,QQQ,QQQ,S,CBOE,49172
2013/01/09,QQQ,QQQ,S,CBOE,20591
2013/01/10,QQQ,QQQ,S,CBOE,78114
2013/01/11,QQQ,QQQ,S,CBOE,35137
2013/01/14,QQQ,QQQ,S,CBOE,33622
2013/01/15,QQQ,QQQ,S,CBOE,60771
2013/01/16,QQQ,QQQ,S,CBOE,40726
2013/01/17,QQQ,QQQ,S,CBOE,56690
2013/01/18,QQQ,QQQ,S,CBOE,78333
2013/01/22,QQQ,QQQ,S,CBOE,34689
2013/01/23,QQQ,QQQ,S,CBOE,37897
2013/01/24,QQQ,QQQ,S,CBOE,86892
2013/01/25,QQQ,QQQ,S,CBOE,46515
2013/01/28,QQQ,QQQ,S,CBOE,48134
2013/01/29,QQQ,QQQ,S,CBOE,28593
2013/01/30,QQQ,QQQ,S,CBOE,43306
2013/01/31,QQQ,QQQ,S,CBOE,34424
2013/02/01,QQQ,QQQ,S,CBOE,78746
2013/02/04,QQQ,QQQ,S,CBOE,49057
2013/02/05,QQQ,QQQ,S,CBOE,47388
2013/02/06,QQQ,QQQ,S,CBOE,54299
2013/02/07,QQQ,QQQ,S,CBOE,41809
2013/02/08,QQQ,QQQ,S,CBOE,89978
2013/02/11,QQQ,QQQ,S,CBOE,25284
2013/02/12,QQQ,QQQ,S,CBOE,39481
2013/02/13,QQQ,QQQ,S,CBOE,37743
2013/02/14,QQQ,QQQ,S,CBOE,24132
2013/02/15,QQQ,QQQ,S,CBOE,50630
2013/02/19,QQQ,QQQ,S,CBOE,23867
2013/02/20,QQQ,QQQ,S,CBOE,51698
2013/02/21,QQQ,QQQ,S,CBOE,67583
2013/02/22,QQQ,QQQ,S,CBOE,65010
2013/02/25,QQQ,QQQ,S,CBOE,160477
2013/02/26,QQQ,QQQ,S,CBOE,69757
2013/02/27,QQQ,QQQ,S,CBOE,71845
2013/02/28,QQQ,QQQ,S,CBOE,53204
2013/03/01,QQQ,QQQ,S,CBOE,122222
2013/03/04,QQQ,QQQ,S,CBOE,35617
2013/03/05,QQQ,QQQ,S,CBOE,87298
2013/03/06,QQQ,QQQ,S,CBOE,61527
2013/03/07,QQQ,QQQ,S,CBOE,42435
2013/03/08,QQQ,QQQ,S,CBOE,68127
2013/03/11,QQQ,QQQ,S,CBOE,54674
2013/03/12,QQQ,QQQ,S,CBOE,48029
2013/03/13,QQQ,QQQ,S,CBOE,31670
2013/03/14,QQQ,QQQ,S,CBOE,28580
2013/03/15,QQQ,QQQ,S,CBOE,89667
2013/03/18,QQQ,QQQ,S,CBOE,52098
2013/03/19,QQQ,QQQ,S,CBOE,62313
2013/03/20,QQQ,QQQ,S,CBOE,51369
2013/03/21,QQQ,QQQ,S,CBOE,59527
2013/03/22,QQQ,QQQ,S,CBOE,64684
2013/03/25,QQQ,QQQ,S,CBOE,61735
2013/03/26,QQQ,QQQ,S,CBOE,21524
2013/03/27,QQQ,QQQ,S,CBOE,48334
2013/03/28,QQQ,QQQ,S,CBOE,40863
2013/04/01,QQQ,QQQ,S,CBOE,42173
2013/04/02,QQQ,QQQ,S,CBOE,50136
2013/04/03,QQQ,QQQ,S,CBOE,50978
2013/04/04,QQQ,QQQ,S,CBOE,43422
2013/04/05,QQQ,QQQ,S,CBOE,92997
2013/04/08,QQQ,QQQ,S,CBOE,47341
2013/04/09,QQQ,QQQ,S,CBOE,93695
2013/04/10,QQQ,QQQ,S,CBOE,102742
2013/04/11,QQQ,QQQ,S,CBOE,66018
2013/04/12,QQQ,QQQ,S,CBOE,63182
2013/04/15,QQQ,QQQ,S,CBOE,103033
2013/04/16,QQQ,QQQ,S,CBOE,58864
2013/04/17,QQQ,QQQ,S,CBOE,107148
2013/04/18,QQQ,QQQ,S,CBOE,138479
2013/04/19,QQQ,QQQ,S,CBOE,123774
2013/04/22,QQQ,QQQ,S,CBOE,72480
2013/04/23,QQQ,QQQ,S,CBOE,128360
2013/04/24,QQQ,QQQ,S,CBOE,89933
2013/04/25,QQQ,QQQ,S,CBOE,15091
2013/04/26,QQQ,QQQ,S,CBOE,66123
2013/04/29,QQQ,QQQ,S,CBOE,67559
2013/04/30,QQQ,QQQ,S,CBOE,78301
2013/05/01,QQQ,QQQ,S,CBOE,62081
2013/05/02,QQQ,QQQ,S,CBOE,89437
2013/05/03,QQQ,QQQ,S,CBOE,210395
2013/05/06,QQQ,QQQ,S,CBOE,64097
2013/05/07,QQQ,QQQ,S,CBOE,43587
2013/05/08,QQQ,QQQ,S,CBOE,54433
2013/05/09,QQQ,QQQ,S,CBOE,75556
2013/05/10,QQQ,QQQ,S,CBOE,164195
2013/05/13,QQQ,QQQ,S,CBOE,52262
2013/05/14,QQQ,QQQ,S,CBOE,85203
2013/05/15,QQQ,QQQ,S,CBOE,65664
2013/05/16,QQQ,QQQ,S,CBOE,82027
2013/05/17,QQQ,QQQ,S,CBOE,95174
2013/05/20,QQQ,QQQ,S,CBOE,55483
2013/05/21,QQQ,QQQ,S,CBOE,55981
2013/05/22,QQQ,QQQ,S,CBOE,90249
2013/05/23,QQQ,QQQ,S,CBOE,75946
2013/05/24,QQQ,QQQ,S,CBOE,60797
2013/05/28,QQQ,QQQ,S,CBOE,50872
2013/05/29,QQQ,QQQ,S,CBOE,74234
2013/05/30,QQQ,QQQ,S,CBOE,123757
2013/05/31,QQQ,QQQ,S,CBOE,93731
2013/06/03,QQQ,QQQ,S,CBOE,66572
2013/06/04,QQQ,QQQ,S,CBOE,69962
2013/06/05,QQQ,QQQ,S,CBOE,65641
2013/06/06,QQQ,QQQ,S,CBOE,105327
2013/06/07,QQQ,QQQ,S,CBOE,117939
2013/06/10,QQQ,QQQ,S,CBOE,71354
2013/06/11,QQQ,QQQ,S,CBOE,70621
2013/06/12,QQQ,QQQ,S,CBOE,83998
2013/06/13,QQQ,QQQ,S,CBOE,86173
2013/06/14,QQQ,QQQ,S,CBOE,82457
2013/06/17,QQQ,QQQ,S,CBOE,47397
2013/06/18,QQQ,QQQ,S,CBOE,51870
2013/06/19,QQQ,QQQ,S,CBOE,79213
2013/06/20,QQQ,QQQ,S,CBOE,156616
2013/06/21,QQQ,QQQ,S,CBOE,165701
2013/06/24,QQQ,QQQ,S,CBOE,89626
2013/06/25,QQQ,QQQ,S,CBOE,42765
2013/06/26,QQQ,QQQ,S,CBOE,45042
2013/06/27,QQQ,QQQ,S,CBOE,46857
2013/06/28,QQQ,QQQ,S,CBOE,61851
2013/07/01,QQQ,QQQ,S,CBOE,73814
2013/07/02,QQQ,QQQ,S,CBOE,59983
2013/07/03,QQQ,QQQ,S,CBOE,33985
2013/07/05,QQQ,QQQ,S,CBOE,91052
2013/07/08,QQQ,QQQ,S,CBOE,51925
2013/07/09,QQQ,QQQ,S,CBOE,82931
2013/07/10,QQQ,QQQ,S,CBOE,67677
2013/07/11,QQQ,QQQ,S,CBOE,183103
2013/07/12,QQQ,QQQ,S,CBOE,47381
2013/07/15,QQQ,QQQ,S,CBOE,35052
2013/07/16,QQQ,QQQ,S,CBOE,54423
2013/07/17,QQQ,QQQ,S,CBOE,49747
2013/07/18,QQQ,QQQ,S,CBOE,75862
2013/07/19,QQQ,QQQ,S,CBOE,88933
2013/07/22,QQQ,QQQ,S,CBOE,32746
2013/07/23,QQQ,QQQ,S,CBOE,50810
2013/07/24,QQQ,QQQ,S,CBOE,48182
2013/07/25,QQQ,QQQ,S,CBOE,34619
2013/07/26,QQQ,QQQ,S,CBOE,52055
2013/07/29,QQQ,QQQ,S,CBOE,40222
2013/07/30,QQQ,QQQ,S,CBOE,56687
2013/07/31,QQQ,QQQ,S,CBOE,135133
2013/08/01,QQQ,QQQ,S,CBOE,116102
2013/08/02,QQQ,QQQ,S,CBOE,52500
2013/08/05,QQQ,QQQ,S,CBOE,72097
2013/08/06,QQQ,QQQ,S,CBOE,65511
2013/08/07,QQQ,QQQ,S,CBOE,55755
2013/08/08,QQQ,QQQ,S,CBOE,68566
2013/08/09,QQQ,QQQ,S,CBOE,62213
2013/08/12,QQQ,QQQ,S,CBOE,49219
2013/08/13,QQQ,QQQ,S,CBOE,92229
2013/08/14,QQQ,QQQ,S,CBOE,56121
2013/08/15,QQQ,QQQ,S,CBOE,131888
2013/08/16,QQQ,QQQ,S,CBOE,88097
2013/08/19,QQQ,QQQ,S,CBOE,66661
2013/08/20,QQQ,QQQ,S,CBOE,42758
2013/08/21,QQQ,QQQ,S,CBOE,75276
2013/08/22,QQQ,QQQ,S,CBOE,55252
2013/08/23,QQQ,QQQ,S,CBOE,80607
2013/08/26,QQQ,QQQ,S,CBOE,50491
2013/08/27,QQQ,QQQ,S,CBOE,88349
2013/08/28,QQQ,QQQ,S,CBOE,50204
2013/08/29,QQQ,QQQ,S,CBOE,64517
2013/08/30,QQQ,QQQ,S,CBOE,75812
2013/09/03,QQQ,QQQ,S,CBOE,56167
2013/09/04,QQQ,QQQ,S,CBOE,59422
2013/09/05,QQQ,QQQ,S,CBOE,63934
2013/09/06,QQQ,QQQ,S,CBOE,91611
2013/09/09,QQQ,QQQ,S,CBOE,76229
2013/09/10,QQQ,QQQ,S,CBOE,75695
2013/09/11,QQQ,QQQ,S,CBOE,69835
2013/09/12,QQQ,QQQ,S,CBOE,39715
2013/09/13,QQQ,QQQ,S,CBOE,34578
2013/09/16,QQQ,QQQ,S,CBOE,39923
2013/09/17,QQQ,QQQ,S,CBOE,45739
2013/09/18,QQQ,QQQ,S,CBOE,103437
2013/09/19,QQQ,QQQ,S,CBOE,79356
2013/09/20,QQQ,QQQ,S,CBOE,75448
2013/09/23,QQQ,QQQ,S,CBOE,43539
2013/09/24,QQQ,QQQ,S,CBOE,31959
2013/09/25,QQQ,QQQ,S,CBOE,41094
2013/09/26,QQQ,QQQ,S,CBOE,34841
2013/09/27,QQQ,QQQ,S,CBOE,42744
2013/09/30,QQQ,QQQ,S,CBOE,51062
2013/10/01,QQQ,QQQ,S,CBOE,46779
2013/10/02,QQQ,QQQ,S,CBOE,45915
2013/10/03,QQQ,QQQ,S,CBOE,82827
2013/10/04,QQQ,QQQ,S,CBOE,73820
2013/10/07,QQQ,QQQ,S,CBOE,51105
2013/10/08,QQQ,QQQ,S,CBOE,124196
2013/10/09,QQQ,QQQ,S,CBOE,139750
2013/10/10,QQQ,QQQ,S,CBOE,90995
2013/10/11,QQQ,QQQ,S,CBOE,73687
2013/10/14,QQQ,QQQ,S,CBOE,66082
2013/10/15,QQQ,QQQ,S,CBOE,77423
2013/10/16,QQQ,QQQ,S,CBOE,72117
2013/10/17,QQQ,QQQ,S,CBOE,101561
2013/10/18,QQQ,QQQ,S,CBOE,112082
2013/10/21,QQQ,QQQ,S,CBOE,53175
2013/10/22,QQQ,QQQ,S,CBOE,60522
2013/10/23,QQQ,QQQ,S,CBOE,39309
2013/10/24,QQQ,QQQ,S,CBOE,48833
2013/10/25,QQQ,QQQ,S,CBOE,117197
2013/10/28,QQQ,QQQ,S,CBOE,61749
2013/10/29,QQQ,QQQ,S,CBOE,44435
2013/10/30,QQQ,QQQ,S,CBOE,85790
2013/10/31,QQQ,QQQ,S,CBOE,66692
2013/11/01,QQQ,QQQ,S,CBOE,92973
2013/11/04,QQQ,QQQ,S,CBOE,39212
2013/11/05,QQQ,QQQ,S,CBOE,36629
2013/11/06,QQQ,QQQ,S,CBOE,91739
2013/11/07,QQQ,QQQ,S,CBOE,179612
2013/11/08,QQQ,QQQ,S,CBOE,98209
2013/11/11,QQQ,QQQ,S,CBOE,37887
2013/11/12,QQQ,QQQ,S,CBOE,28446
2013/11/13,QQQ,QQQ,S,CBOE,93062
2013/11/14,QQQ,QQQ,S,CBOE,97960
2013/11/15,QQQ,QQQ,S,CBOE,56361
2013/11/18,QQQ,QQQ,S,CBOE,45432
2013/11/19,QQQ,QQQ,S,CBOE,81758
2013/11/20,QQQ,QQQ,S,CBOE,47576
2013/11/21,QQQ,QQQ,S,CBOE,41949
2013/11/22,QQQ,QQQ,S,CBOE,59917
2013/11/25,QQQ,QQQ,S,CBOE,47004
2013/11/26,QQQ,QQQ,S,CBOE,62772
